os_type,os_days_since_update,firewall_enabled,antivirus_enabled,days_since_av_update,browser_safe_browsing_enabled,browser_autofill_passwords,risky_extension_count,risk_score_0_10,risk_tier
Linux,63.5,0,0,47.3,0,0,1,8.58,High
Windows,37.5,0,0,20.3,1,1,3,7.22,High
macOS,19.9,1,1,12.5,1,0,0,0.0,Low
Linux,145.8,1,1,8.6,1,0,0,3.24,Low
Windows,17.1,0,1,64.9,1,1,1,3.89,Low
Windows,142.6,1,0,45.2,1,1,0,4.21,Medium
Windows,159.8,0,1,23.6,0,1,0,8.31,High
Linux,128.2,0,0,86.8,0,1,1,10.0,High
Windows,19.1,1,1,29.0,1,0,0,0.52,Low
macOS,118.4,1,1,88.9,0,1,0,5.1,Medium
Windows,76.5,0,1,14.5,1,1,1,4.44,Medium
Windows,78.5,1,0,100.3,1,0,2,3.79,Low
macOS,40.5,1,0,14.3,0,0,0,3.72,Low
Windows,69.4,1,1,67.1,1,1,1,3.28,Low
Linux,108.4,1,1,10.5,1,0,0,2.29,Low
Windows,124.2,1,1,103.8,0,1,0,5.69,Medium
Linux,166.9,0,1,41.3,1,0,3,7.4,High
Windows,124.0,1,1,59.4,1,1,1,3.87,Low
Linux,62.3,1,1,16.0,1,0,0,1.43,Low
macOS,206.9,1,0,10.4,1,0,0,4.85,Medium
Windows,92.0,0,0,52.6,1,1,2,8.02,High
Windows,57.6,1,0,39.8,0,0,1,4.17,Medium
Windows,23.5,1,0,37.7,1,0,2,2.37,Low
macOS,36.6,1,1,27.3,1,0,1,0.93,Low
macOS,254.7,0,1,77.3,0,0,0,7.48,High
Windows,59.1,0,0,82.7,1,0,4,7.55,High
Windows,67.6,1,0,14.0,0,0,1,4.01,Medium
macOS,86.9,1,1,89.5,0,1,1,4.69,Medium
Windows,25.0,0,1,129.8,0,1,2,6.81,Medium
macOS,34.4,1,1,5.9,1,1,0,1.31,Low
Windows,147.3,1,1,18.6,1,0,2,3.23,Low
macOS,71.4,1,0,107.9,0,0,1,3.99,Low
Linux,183.0,1,1,90.7,1,1,5,7.14,High
Windows,100.9,1,1,21.7,1,1,1,2.91,Low
Windows,461.3,0,0,85.4,1,1,1,9.76,High
Windows,30.3,1,0,1.9,1,1,0,2.62,Low
macOS,79.0,1,1,40.5,1,1,1,2.91,Low
Windows,113.8,1,0,68.3,0,0,5,6.67,Medium
Linux,65.6,1,1,64.9,1,1,4,2.14,Low
macOS,98.8,1,1,102.0,1,0,2,3.07,Low
Windows,153.5,0,1,50.8,0,1,3,9.86,High
macOS,211.9,0,1,193.2,1,1,3,9.05,High
Windows,72.5,1,1,11.8,1,0,1,2.04,Low
macOS,62.2,1,1,22.2,1,0,1,1.76,Low
Windows,206.7,1,0,54.2,1,1,4,6.86,Medium
macOS,76.2,0,0,66.6,0,0,1,8.35,High
Linux,97.5,1,1,27.7,1,0,0,2.37,Low
macOS,224.1,0,0,214.1,1,1,4,10.0,High
Linux,46.2,1,0,59.6,1,0,2,2.45,Low
Windows,67.9,1,1,12.9,1,1,1,1.35,Low
macOS,131.1,0,1,28.6,0,1,1,8.31,High
macOS,13.0,1,1,21.1,1,1,1,1.24,Low
macOS,160.7,1,1,53.9,1,1,2,4.79,Medium
Windows,182.3,1,1,57.5,1,1,2,4.95,Medium
Windows,51.1,1,0,72.9,1,0,1,2.64,Low
macOS,182.3,0,0,142.6,0,1,5,10.0,High
Windows,22.0,1,1,17.8,0,1,1,3.53,Low
macOS,17.9,1,0,7.8,1,0,1,3.08,Low
macOS,44.0,1,1,128.1,1,1,2,2.49,Low
Linux,206.2,1,0,93.6,0,1,4,9.37,High
Windows,83.8,1,1,25.2,1,0,0,2.16,Low
Linux,350.8,0,0,150.6,0,1,1,10.0,High
Windows,61.4,1,1,36.8,1,1,2,2.58,Low
Windows,173.7,1,1,75.1,0,1,3,8.14,High
macOS,27.5,0,0,70.0,0,1,0,8.16,High
Windows,83.0,0,1,44.5,0,0,1,6.12,Medium
Windows,124.9,0,0,47.4,0,0,3,10.0,High
Windows,100.6,1,1,40.8,1,0,1,2.4,Low
Windows,101.4,1,1,6.1,0,1,3,6.71,Medium
macOS,76.1,0,0,121.3,1,0,1,7.32,High
Windows,49.2,1,1,97.7,1,0,0,2.24,Low
Windows,253.4,1,1,38.7,1,1,2,4.27,Medium
macOS,213.0,1,0,42.1,0,1,5,10.0,High
Windows,116.5,1,1,0.9,1,1,0,1.83,Low
macOS,296.5,0,0,48.6,0,1,2,10.0,High
Linux,34.6,0,1,58.7,1,0,1,4.44,Medium
macOS,126.8,1,0,6.4,1,1,1,4.14,Medium
Linux,189.6,1,1,116.3,1,0,2,3.96,Low
Windows,50.0,1,1,82.3,1,1,3,2.87,Low
macOS,101.9,1,1,74.7,1,1,1,4.07,Medium
Windows,184.6,0,0,75.7,0,0,3,10.0,High
Windows,342.6,1,0,46.2,1,1,1,5.97,Medium
macOS,69.5,1,0,49.8,1,0,3,3.04,Low
Windows,200.4,1,1,142.8,0,1,1,7.1,High
Linux,179.4,1,0,33.8,0,1,0,8.48,High
macOS,112.1,0,0,150.9,0,0,0,9.15,High
Linux,126.1,1,0,39.9,1,1,1,3.92,Low
Windows,76.9,1,1,88.4,0,0,0,3.99,Low
Windows,268.9,1,1,25.5,0,1,1,6.29,Medium
macOS,35.1,1,0,11.1,1,1,1,2.81,Low
Windows,111.3,1,1,131.2,1,0,1,3.38,Low
Windows,250.8,0,1,48.4,0,1,4,10.0,High
macOS,82.8,0,0,118.0,0,0,1,8.26,High
Linux,123.0,1,1,4.6,1,1,3,4.89,Medium
macOS,88.5,1,1,55.7,1,1,1,3.41,Low
Windows,45.5,1,0,63.0,0,0,1,4.14,Medium
Windows,29.0,1,1,41.7,0,0,0,3.38,Low
macOS,130.9,0,0,69.3,0,0,1,9.41,High
Windows,178.1,1,0,66.8,1,0,3,6.6,Medium
Windows,49.9,1,0,42.2,1,0,1,2.56,Low
Windows,93.9,1,1,40.5,0,0,0,3.29,Low
Windows,35.5,1,1,94.9,0,1,1,3.97,Low
Windows,59.3,1,0,23.0,1,0,1,3.2,Low
Windows,95.8,0,0,77.4,0,1,0,9.73,High
macOS,79.6,1,0,16.0,1,0,2,4.45,Medium
Windows,74.5,0,0,47.1,1,1,3,7.47,High
macOS,73.0,0,1,26.9,1,1,0,4.3,Medium
Windows,39.0,1,1,10.3,0,0,0,2.38,Low
Linux,84.2,1,1,60.9,1,1,2,2.89,Low
Windows,57.5,1,1,100.2,1,1,2,2.23,Low
Windows,264.2,1,0,57.6,0,1,1,8.07,High
Windows,111.7,0,1,28.8,0,1,1,6.94,Medium
Windows,55.8,1,1,45.7,0,1,2,4.96,Medium
Windows,56.5,1,1,8.4,1,0,0,1.22,Low
macOS,67.0,1,1,25.8,1,0,3,2.55,Low
Linux,78.3,0,0,59.6,1,1,1,7.69,High
Windows,196.6,1,1,18.7,0,1,4,9.3,High
Windows,63.3,1,1,24.9,1,1,0,1.85,Low
macOS,115.1,1,0,132.5,1,1,2,4.02,Medium
macOS,121.4,0,1,54.2,1,0,2,6.87,Medium
Windows,108.5,1,1,44.0,1,0,0,2.63,Low
macOS,84.2,0,0,22.0,1,0,6,7.55,High
Windows,52.9,1,1,55.5,1,1,2,2.04,Low
macOS,18.4,1,1,56.5,1,1,0,1.55,Low
Windows,160.1,0,0,39.2,0,1,2,10.0,High
Windows,36.5,1,1,27.8,0,1,5,4.56,Medium
Windows,125.9,0,1,86.4,1,0,1,4.91,Medium
macOS,100.8,1,0,51.4,1,1,2,4.14,Medium
Windows,5.8,1,1,40.9,1,0,1,1.09,Low
macOS,143.5,0,1,146.2,0,1,2,8.65,High
macOS,228.8,1,1,38.6,1,0,0,3.61,Low
macOS,34.3,1,0,16.8,0,0,3,4.02,Medium
Windows,45.7,1,0,42.3,1,0,2,2.85,Low
Windows,193.4,1,1,162.6,1,1,4,7.17,High
Windows,61.7,1,1,27.3,1,0,2,1.99,Low
macOS,131.1,1,0,60.1,1,1,5,6.07,Medium
Linux,116.6,0,1,62.5,0,0,2,7.12,High
Windows,174.5,1,1,60.0,1,1,2,5.05,Medium
Linux,75.1,0,0,35.0,1,0,0,6.25,Medium
Windows,215.7,0,0,274.9,1,1,5,10.0,High
Windows,22.3,1,1,26.3,1,0,1,0.62,Low
Windows,94.3,1,1,17.7,1,1,4,4.27,Medium
macOS,45.3,0,1,21.3,1,1,0,3.87,Low
Windows,316.9,0,0,69.1,0,1,0,10.0,High
Windows,151.9,0,1,23.9,0,0,2,7.03,High
macOS,72.0,1,1,156.0,1,1,2,3.07,Low
Windows,141.0,1,1,8.9,0,1,2,6.27,Medium
Windows,51.0,1,0,17.7,0,0,2,3.78,Low
Windows,31.5,1,1,25.8,1,1,0,1.08,Low
Windows,113.4,0,1,28.0,1,1,3,6.58,Medium
Windows,15.6,1,1,3.4,1,1,1,0.37,Low
Windows,198.2,1,0,175.1,0,1,3,8.24,High
macOS,238.8,1,0,75.6,1,1,0,5.48,Medium
Windows,336.6,1,1,180.5,0,0,6,7.65,High
macOS,134.0,0,0,68.2,0,0,0,9.35,High
Windows,156.7,1,0,112.7,1,1,3,6.69,Medium
Windows,34.9,1,1,39.0,0,1,1,4.03,Medium
Windows,111.2,1,1,17.4,1,1,1,2.68,Low
Windows,75.3,1,0,35.7,1,0,1,3.56,Low
Windows,154.9,0,1,32.0,0,1,1,8.89,High
Windows,129.1,1,1,86.0,0,1,2,6.34,Medium
Linux,95.4,1,1,29.1,1,0,6,3.83,Low
macOS,76.0,0,1,104.4,1,0,1,4.89,Medium
Windows,130.0,1,1,69.4,1,0,4,5.19,Medium
macOS,69.2,1,1,14.3,1,1,1,1.89,Low
macOS,145.4,0,1,46.8,0,1,4,10.0,High
macOS,69.7,0,0,129.1,1,0,1,7.07,High
Windows,67.2,1,1,29.8,0,1,2,5.01,Medium
Windows,21.7,1,1,4.6,1,1,0,1.34,Low
Windows,147.9,0,0,147.8,0,0,2,10.0,High
Windows,103.7,0,1,123.1,0,1,1,8.56,High
Windows,102.4,0,1,48.5,1,0,2,5.13,Medium
Linux,319.7,1,1,104.4,0,1,4,9.11,High
Linux,163.2,1,1,67.4,1,1,3,6.19,Medium
Windows,130.8,1,0,49.0,1,1,2,5.15,Medium
Windows,22.8,1,1,18.1,0,0,1,2.32,Low
Windows,137.0,1,1,48.7,0,1,0,6.16,Medium
Windows,60.9,1,1,46.3,1,0,3,1.97,Low
macOS,98.0,0,1,40.5,1,1,0,5.44,Medium
Windows,105.6,1,0,153.6,0,1,1,6.96,Medium
macOS,73.7,1,1,37.1,0,0,1,4.13,Medium
Linux,188.3,0,1,34.1,0,0,5,9.56,High
macOS,144.1,1,1,28.7,1,0,1,3.91,Low
macOS,78.9,1,1,88.8,0,1,2,5.44,Medium
Windows,169.3,1,1,27.8,1,1,3,5.9,Medium
Windows,209.9,0,0,13.7,1,1,2,9.53,High
Windows,60.5,1,1,43.7,1,1,0,2.74,Low
macOS,201.3,0,0,50.1,1,1,3,10.0,High
Windows,138.7,1,0,100.7,0,0,3,6.93,Medium
macOS,14.4,1,1,65.2,0,0,1,3.17,Low
Windows,92.9,0,1,64.3,1,1,4,7.15,High
Windows,338.6,0,0,138.2,0,1,1,10.0,High
Windows,51.1,1,0,8.7,1,0,0,1.83,Low
Linux,130.4,0,1,52.8,1,1,0,6.34,Medium
Windows,153.5,1,1,167.4,0,0,1,4.48,Medium
Windows,39.1,1,0,36.5,1,1,0,2.6,Low
Windows,224.0,0,0,168.3,0,1,6,10.0,High
macOS,37.6,0,0,31.9,0,1,3,9.02,High
Linux,63.2,1,1,15.6,1,0,2,1.74,Low
Windows,167.7,0,0,54.0,0,1,5,10.0,High
Linux,240.3,1,0,177.4,0,0,2,6.9,Medium
Windows,242.3,0,1,90.0,1,1,2,7.3,High
macOS,95.8,0,1,13.8,1,0,1,4.58,Medium
Windows,106.2,1,1,52.7,1,0,2,2.75,Low
Windows,148.5,1,0,55.9,1,1,1,5.24,Medium
macOS,239.1,1,1,112.8,0,1,1,7.17,High
Windows,139.3,1,0,194.8,1,1,2,5.19,Medium
Windows,187.5,1,1,6.8,0,0,2,5.41,Medium
macOS,99.4,1,1,54.0,1,0,1,3.12,Low
Linux,88.4,1,0,85.4,1,1,2,4.24,Medium
Windows,17.9,1,1,36.3,0,1,1,3.93,Low
macOS,164.4,1,0,37.6,1,0,3,6.66,Medium
macOS,84.9,1,1,40.4,0,1,1,5.18,Medium
Windows,273.0,0,1,92.6,1,1,5,8.93,High
Linux,151.5,0,0,76.2,1,1,4,10.0,High
Windows,69.8,0,1,40.6,1,1,0,5.17,Medium
macOS,111.9,1,0,150.1,1,1,1,4.27,Medium
Windows,98.6,1,0,45.7,1,0,0,3.6,Low
Windows,193.8,1,1,10.1,1,1,2,4.43,Medium
Windows,85.3,1,1,40.8,0,1,3,5.56,Medium
Windows,55.6,1,0,107.3,1,0,0,2.0,Low
Linux,47.4,1,0,26.1,1,0,3,2.6,Low
Linux,47.2,1,1,54.0,1,0,1,1.7,Low
Windows,189.4,1,1,16.5,1,1,2,4.36,Medium
Windows,193.1,1,0,140.7,0,1,1,7.33,High
Windows,134.3,0,0,43.4,0,1,0,9.75,High
Windows,49.6,1,1,146.3,1,0,5,2.74,Low
Windows,19.1,0,0,75.3,1,0,2,6.14,Medium
Linux,33.0,1,1,14.5,0,1,0,3.95,Low
macOS,128.4,0,1,28.6,1,0,1,6.08,Medium
Windows,181.1,0,0,74.1,1,1,3,10.0,High
Windows,104.3,0,0,125.7,1,1,2,8.29,High
macOS,103.7,1,1,26.2,1,1,1,3.89,Low
Windows,72.4,0,0,103.8,1,0,1,6.36,Medium
Windows,152.8,1,0,37.6,0,1,1,6.93,Medium
Windows,55.5,1,1,30.7,1,0,0,1.84,Low
Windows,158.9,0,0,41.8,0,1,1,10.0,High
Windows,100.5,0,0,129.3,0,1,1,10.0,High
macOS,126.3,0,0,131.9,0,1,2,10.0,High
Windows,213.5,0,0,140.3,1,1,5,10.0,High
macOS,43.5,0,1,45.8,1,0,1,4.23,Medium
Windows,104.3,1,1,21.0,1,1,2,3.29,Low
Linux,20.4,1,0,12.2,1,0,1,1.68,Low
Windows,20.6,0,1,68.1,1,0,2,4.46,Medium
Windows,69.3,1,1,45.9,1,1,1,3.25,Low
Windows,99.3,0,0,46.5,1,1,4,10.0,High
Windows,132.5,1,1,165.7,1,1,2,4.36,Medium
Windows,107.8,0,0,63.7,1,1,1,8.77,High
macOS,44.9,0,1,64.9,0,0,3,6.17,Medium
Windows,235.1,1,0,72.3,0,1,3,9.7,High
Windows,259.1,0,1,57.2,0,0,5,10.0,High
Windows,194.4,0,1,9.1,1,0,2,5.99,Medium
macOS,175.2,0,1,7.3,1,0,1,6.35,Medium
Linux,238.4,0,0,111.1,1,1,6,10.0,High
macOS,96.3,1,1,48.0,1,0,1,2.29,Low
macOS,66.8,1,1,80.4,1,0,0,1.69,Low
macOS,163.1,1,1,200.6,0,0,3,6.04,Medium
macOS,138.5,0,1,61.5,0,1,0,8.28,High
Windows,27.6,0,1,92.3,1,1,0,4.32,Medium
macOS,48.2,1,1,38.8,1,1,2,2.22,Low
macOS,486.5,0,0,49.6,1,1,2,8.99,High
Windows,39.3,1,1,32.3,1,1,0,0.7,Low
macOS,53.5,1,0,37.5,1,1,4,3.55,Low
Windows,72.9,0,1,47.9,0,0,1,5.67,Medium
Windows,137.8,0,1,125.3,1,0,1,6.71,Medium
Windows,148.6,1,0,6.2,0,1,3,8.73,High
macOS,81.5,0,1,46.2,1,0,0,5.24,Medium
Linux,108.8,1,1,26.5,0,1,0,4.84,Medium
Windows,108.9,1,1,153.5,1,1,0,3.76,Low
Windows,314.3,1,0,224.6,0,1,0,7.7,High
Windows,91.0,1,1,18.2,1,0,1,1.77,Low
Windows,42.4,0,0,103.7,1,1,3,7.36,High
Linux,44.8,1,1,13.0,0,0,4,3.11,Low
Windows,84.5,1,1,30.3,1,0,0,1.83,Low
Windows,121.3,0,1,25.5,0,0,1,5.87,Medium
Windows,168.1,1,1,44.2,1,1,3,6.64,Medium
Linux,198.9,0,1,94.1,0,0,4,10.0,High
Windows,192.4,0,0,30.5,0,1,1,10.0,High
macOS,73.6,1,1,39.8,1,1,1,2.76,Low
Windows,167.9,0,1,69.5,0,0,0,7.55,High
Windows,70.7,0,1,19.2,1,1,3,5.61,Medium
macOS,139.7,0,0,78.7,1,1,3,9.97,High
Windows,183.2,0,0,82.9,1,0,0,8.58,High
macOS,41.6,1,0,44.4,0,1,2,5.29,Medium
Windows,68.7,0,1,47.1,1,0,3,5.12,Medium
macOS,94.2,1,1,82.5,1,0,2,2.97,Low
macOS,26.4,0,1,12.4,1,0,0,3.56,Low
macOS,336.8,0,1,36.1,1,1,2,7.16,High
Windows,177.2,0,1,39.4,1,1,1,7.82,High
macOS,51.5,1,0,19.8,0,1,2,5.66,Medium
Linux,454.1,0,0,22.9,0,0,4,10.0,High
Windows,99.2,1,1,59.7,1,0,0,2.37,Low
Windows,119.6,1,0,45.9,0,0,1,5.04,Medium
macOS,61.5,1,1,32.1,1,0,2,1.65,Low
Windows,183.2,1,1,23.5,1,1,0,4.66,Medium
macOS,169.3,1,0,33.4,1,0,0,4.51,Medium
macOS,177.5,1,0,102.7,0,1,8,9.78,High
Windows,116.9,0,0,93.0,0,1,3,10.0,High
macOS,62.0,1,1,40.4,1,0,0,1.71,Low
macOS,196.1,1,0,58.5,0,0,2,5.67,Medium
Windows,102.7,1,1,29.6,1,1,4,4.81,Medium
Linux,141.5,1,1,19.5,0,1,1,5.6,Medium
Windows,222.9,1,0,233.6,0,1,5,10.0,High
Windows,57.0,0,1,122.1,1,1,2,5.55,Medium
macOS,157.3,0,1,73.4,1,1,1,7.12,High
Windows,59.2,1,1,5.6,1,1,0,1.29,Low
macOS,217.7,0,1,7.5,1,0,2,6.26,Medium
Windows,172.6,1,0,17.7,0,0,4,8.75,High
Windows,160.8,1,1,41.0,1,0,1,3.37,Low
Windows,27.1,1,1,10.4,1,1,1,1.01,Low
macOS,47.8,1,1,17.8,1,0,4,1.94,Low
macOS,94.4,1,1,22.0,0,0,1,3.71,Low
macOS,60.0,1,0,170.8,0,0,4,5.14,Medium
Linux,118.5,0,1,26.6,0,0,2,6.93,Medium
macOS,72.1,0,0,18.2,0,1,2,9.98,High
macOS,70.6,0,0,20.7,1,1,0,6.88,Medium
Windows,50.5,0,1,38.5,1,1,4,5.98,Medium
Linux,74.7,0,0,49.3,1,1,4,8.64,High
macOS,225.7,1,0,16.0,1,0,1,5.2,Medium
Linux,104.2,0,0,132.4,1,1,0,8.26,High
Windows,105.0,1,1,52.1,1,1,4,5.04,Medium
Windows,131.2,0,0,77.3,0,1,3,10.0,High
macOS,141.3,1,0,50.2,1,0,1,4.69,Medium
Windows,190.6,1,0,86.8,0,1,2,7.51,High
Windows,103.7,0,0,18.6,1,1,4,10.0,High
Linux,15.5,0,0,58.8,1,0,1,5.44,Medium
Windows,33.9,1,1,45.8,1,0,1,2.07,Low
Windows,172.3,0,1,42.9,1,1,3,9.08,High
Windows,191.1,0,0,34.2,1,1,2,8.98,High
Windows,27.4,0,1,11.3,1,0,2,2.9,Low
macOS,133.0,1,1,6.3,1,0,2,3.09,Low
Linux,35.7,1,1,75.8,1,0,2,2.58,Low
Linux,21.0,1,1,42.8,0,1,1,4.32,Medium
macOS,82.2,0,1,28.0,0,0,0,5.38,Medium
macOS,225.0,0,0,43.4,0,1,3,10.0,High
Windows,52.5,1,0,23.2,0,0,0,4.86,Medium
Linux,16.2,1,1,13.0,1,0,0,0.13,Low
Windows,248.8,1,1,49.8,0,0,1,5.73,Medium
Windows,98.2,0,1,27.1,1,0,4,6.73,Medium
Linux,154.0,1,0,71.7,0,0,4,7.56,High
Linux,86.7,1,0,46.5,1,1,0,3.31,Low
Windows,148.7,0,1,57.0,0,1,1,8.5,High
macOS,91.8,1,0,146.6,1,0,3,4.25,Medium
Windows,344.5,1,0,95.6,1,1,3,7.38,High
Windows,299.3,1,1,15.7,1,1,2,4.16,Medium
Windows,214.7,1,0,33.0,0,0,3,8.59,High
Windows,92.2,0,1,82.7,1,1,2,6.09,Medium
Windows,190.2,0,1,49.9,1,1,4,8.74,High
Windows,44.8,0,1,65.4,0,0,0,6.11,Medium
Windows,72.7,0,1,36.0,0,0,3,6.23,Medium
Windows,199.4,1,1,158.8,1,0,4,5.8,Medium
Linux,113.9,1,1,173.1,0,1,4,7.95,High
macOS,127.4,1,1,19.7,1,0,2,2.76,Low
Linux,104.8,1,0,80.7,0,0,5,7.05,High
Windows,235.6,0,0,181.0,1,1,1,9.47,High
macOS,61.2,1,0,142.4,1,0,1,2.93,Low
macOS,60.8,1,1,22.9,1,1,1,2.3,Low
Windows,26.0,1,1,23.8,1,1,2,1.89,Low
Windows,46.9,1,1,88.6,1,0,0,1.82,Low
Windows,31.8,0,1,13.5,0,1,3,6.37,Medium
Windows,81.0,1,0,60.5,1,1,4,3.94,Low
Windows,65.6,0,0,108.7,1,1,4,7.58,High
Windows,47.3,1,1,24.4,0,1,1,3.95,Low
Windows,173.3,1,1,37.6,0,1,1,6.92,Medium
macOS,332.6,0,0,106.3,1,1,2,10.0,High
Windows,37.2,1,0,76.7,1,1,2,3.17,Low
Windows,120.0,1,0,25.8,0,0,2,6.04,Medium
macOS,332.7,0,1,167.3,1,1,3,8.43,High
Windows,180.4,1,1,71.4,0,1,2,7.25,High
Windows,83.0,0,0,55.6,1,0,0,6.82,Medium
Windows,28.0,1,1,3.4,1,0,1,1.0,Low
Windows,20.5,1,0,25.2,1,0,2,2.13,Low
Windows,164.7,1,1,10.2,1,1,1,4.09,Medium
Windows,186.9,0,1,192.2,0,1,2,9.85,High
Windows,184.8,1,1,72.1,0,0,4,7.48,High
Linux,55.9,1,0,106.2,0,0,0,3.78,Low
Linux,53.7,1,1,29.4,0,1,1,3.74,Low
Windows,200.4,1,1,120.7,0,1,1,6.93,Medium
Windows,46.7,0,0,11.1,0,0,3,8.54,High
Windows,41.1,1,1,17.7,1,1,4,1.6,Low
macOS,89.2,1,0,181.1,1,1,3,3.66,Low
macOS,349.9,1,0,241.5,1,1,4,7.09,High
Windows,29.8,1,1,35.0,1,1,1,1.42,Low
Windows,130.6,0,0,37.6,0,1,4,10.0,High
Windows,32.5,0,1,11.1,1,0,4,4.05,Medium
Linux,90.9,1,1,8.0,1,0,0,1.58,Low
Linux,43.3,1,1,9.9,0,1,1,4.38,Medium
Windows,41.7,1,0,28.8,0,1,1,5.32,Medium
macOS,217.6,1,1,44.7,1,0,3,5.54,Medium
Windows,179.7,0,0,30.5,1,0,6,10.0,High
macOS,54.6,1,0,12.3,0,1,0,4.54,Medium
Linux,76.5,1,1,21.5,1,0,1,1.5,Low
Windows,333.2,1,1,15.6,0,0,2,5.45,Medium
Windows,50.9,1,1,24.0,1,0,1,1.09,Low
macOS,216.3,0,1,78.5,0,1,2,9.32,High
Windows,164.2,1,1,65.2,0,1,0,6.95,Medium
macOS,159.1,1,1,64.4,1,0,2,3.86,Low
Windows,334.6,1,0,45.9,1,0,2,5.35,Medium
Linux,57.5,1,1,49.2,1,0,0,1.66,Low
Windows,163.5,1,1,31.6,0,0,2,5.32,Medium
Windows,45.2,1,1,42.9,1,0,0,1.41,Low
Windows,128.6,1,1,25.1,0,0,3,6.1,Medium
Windows,100.0,1,1,18.9,0,0,1,4.04,Medium
Windows,43.0,1,1,49.6,1,1,1,1.93,Low
macOS,43.0,1,1,15.3,0,1,1,3.35,Low
Windows,130.1,1,1,85.3,0,0,1,4.76,Medium
Windows,242.6,0,0,145.8,0,1,3,10.0,High
Windows,315.2,0,1,184.1,0,1,6,10.0,High
Windows,74.7,1,1,23.7,1,0,2,1.39,Low
Linux,20.8,0,1,4.2,1,0,0,2.67,Low
Linux,37.9,0,1,50.5,0,0,2,5.65,Medium
Windows,208.6,1,0,140.4,1,0,2,4.96,Medium
macOS,173.4,1,1,27.7,0,0,0,4.88,Medium
macOS,69.8,1,1,178.7,1,1,3,3.5,Low
Linux,190.6,0,1,105.9,0,1,3,10.0,High
Windows,78.9,1,1,48.8,1,1,1,3.45,Low
Windows,260.1,1,0,79.3,0,1,1,7.54,High
Windows,129.5,0,0,157.7,1,1,3,9.6,High
Linux,207.9,1,0,161.8,0,0,2,6.05,Medium
macOS,47.9,1,1,26.3,1,1,1,2.27,Low
Windows,282.6,0,1,174.3,1,1,6,9.17,High
Windows,81.3,1,1,24.8,0,0,0,3.79,Low
macOS,125.3,1,1,16.7,0,1,1,5.55,Medium
Linux,71.3,0,1,9.9,1,0,3,4.19,Medium
Windows,55.8,0,0,75.9,1,1,1,7.07,High
macOS,200.7,1,0,77.3,1,0,1,4.91,Medium
Windows,58.9,1,1,57.2,1,1,0,2.12,Low
Windows,164.6,0,0,129.2,1,1,4,10.0,High
Windows,52.1,1,1,7.2,0,0,0,2.08,Low
macOS,219.4,0,1,35.8,1,0,2,7.09,High
Linux,111.1,1,1,7.7,1,0,2,1.8,Low
Windows,57.1,1,0,33.1,1,0,0,3.1,Low
Windows,36.0,1,1,25.7,1,0,1,1.02,Low
Windows,65.3,1,0,7.7,1,0,1,1.8,Low
Windows,48.4,1,1,22.6,0,0,2,2.28,Low
Windows,93.1,1,1,21.3,1,0,2,2.35,Low
Windows,95.0,0,1,62.0,1,0,1,5.02,Medium
Windows,65.2,0,1,16.4,1,0,1,4.17,Medium
Windows,89.5,0,1,31.3,1,1,0,4.79,Medium
Windows,250.7,1,1,14.5,1,1,1,4.35,Medium
macOS,58.0,0,0,17.7,1,1,3,7.54,High
Windows,77.4,1,1,61.4,1,1,1,3.24,Low
macOS,343.5,1,0,92.9,0,1,3,9.65,High
Linux,95.9,1,0,65.4,1,0,1,3.71,Low
macOS,122.1,1,0,43.5,0,1,0,6.45,Medium
Windows,84.2,1,1,86.4,0,1,2,6.17,Medium
Windows,43.8,0,1,75.9,0,1,3,7.45,High
macOS,123.1,0,0,102.9,0,0,1,8.9,High
Windows,93.6,1,0,73.7,0,1,2,6.29,Medium
Windows,20.7,1,1,25.0,1,1,2,1.8,Low
Windows,129.3,1,1,41.1,0,0,0,4.71,Medium
Windows,68.0,0,1,106.0,0,0,2,6.58,Medium
Windows,29.1,1,1,93.4,0,0,3,3.69,Low
macOS,135.3,0,0,174.9,1,1,1,8.36,High
Windows,76.2,1,1,30.9,0,1,3,5.65,Medium
Windows,54.2,0,1,21.8,1,1,1,4.39,Medium
macOS,63.9,1,1,1.8,1,1,1,1.65,Low
Windows,179.6,0,1,98.2,1,0,1,5.93,Medium
macOS,86.5,1,0,19.2,1,1,0,3.88,Low
Windows,140.0,1,1,99.8,0,1,1,6.15,Medium
Windows,110.2,0,0,77.7,1,0,2,7.32,High
Linux,69.1,1,1,22.1,1,0,0,1.05,Low
Windows,142.4,1,1,49.3,0,1,3,8.13,High
Windows,33.8,1,1,65.2,0,0,0,2.97,Low
Linux,93.2,1,1,49.7,0,0,0,4.01,Medium
macOS,220.6,1,1,56.5,0,1,2,7.16,High
macOS,77.7,1,1,48.5,0,0,2,3.92,Low
Windows,147.0,1,0,55.3,1,1,0,4.7,Medium
Windows,39.3,1,1,12.7,1,1,1,1.12,Low
macOS,77.4,0,1,41.1,0,1,2,7.92,High
Windows,224.0,1,1,81.8,0,0,0,5.16,Medium
Windows,170.4,1,1,10.3,1,0,1,3.17,Low
macOS,189.7,1,0,74.9,1,1,1,5.65,Medium
Windows,33.7,1,1,65.8,1,1,1,2.61,Low
Windows,213.8,0,1,101.7,0,1,5,10.0,High
Windows,31.6,1,1,6.8,1,0,0,0.97,Low
Windows,17.7,1,0,43.1,0,0,1,3.65,Low
macOS,296.4,0,1,215.0,0,0,3,9.51,High
Linux,90.8,1,1,5.9,1,1,2,2.57,Low
